image,split,spawned_tubes,visible_labels,visible_pixels
images/train/tube_000127.jpg,train,1,1,213
images/train/tube_000128.jpg,train,4,4,816
images/train/tube_000129.jpg,train,1,1,187
images/train/tube_000130.jpg,train,0,0,0
images/val/tube_000131.jpg,val,3,3,575
images/train/tube_000132.jpg,train,3,3,680
images/train/tube_000133.jpg,train,2,2,458
images/val/tube_000134.jpg,val,1,1,216
images/val/tube_000135.jpg,val,4,4,767
images/val/tube_000136.jpg,val,3,3,574
images/train/tube_000137.jpg,train,2,2,464
images/val/tube_000138.jpg,val,3,3,638
images/train/tube_000139.jpg,train,3,3,626
images/train/tube_000140.jpg,train,3,3,709
images/train/tube_000141.jpg,train,1,1,165
images/train/tube_000142.jpg,train,2,2,459
images/train/tube_000143.jpg,train,2,2,470
images/train/tube_000144.jpg,train,3,3,604
images/test/tube_000145.jpg,test,3,3,689
images/val/tube_000146.jpg,val,3,3,595
images/train/tube_000147.jpg,train,3,3,625
images/train/tube_000148.jpg,train,0,0,0
images/val/tube_000149.jpg,val,1,1,196
images/train/tube_000150.jpg,train,4,4,866
images/train/tube_000151.jpg,train,3,3,620
images/train/tube_000152.jpg,train,3,3,687
images/train/tube_000153.jpg,train,2,2,427
images/train/tube_000154.jpg,train,2,2,398
images/val/tube_000155.jpg,val,4,4,835
images/train/tube_000156.jpg,train,1,1,146
images/train/tube_000157.jpg,train,4,4,832
images/val/tube_000158.jpg,val,3,3,692
images/train/tube_000159.jpg,train,1,1,179
images/train/tube_000160.jpg,train,2,2,443
images/train/tube_000161.jpg,train,4,4,744
images/train/tube_000162.jpg,train,3,3,709
images/val/tube_000163.jpg,val,4,4,833
images/train/tube_000164.jpg,train,3,3,534
images/train/tube_000165.jpg,train,1,1,200
images/train/tube_000166.jpg,train,4,4,776
images/train/tube_000167.jpg,train,4,4,749
images/train/tube_000168.jpg,train,2,2,448
images/train/tube_000169.jpg,train,1,1,185
images/train/tube_000170.jpg,train,2,2,432
images/train/tube_000171.jpg,train,1,1,154
images/val/tube_000172.jpg,val,2,2,474
images/train/tube_000173.jpg,train,1,1,261
images/train/tube_000174.jpg,train,0,0,0
images/train/tube_000175.jpg,train,3,3,695
images/test/tube_000176.jpg,test,3,3,543
images/train/tube_000177.jpg,train,4,4,853
images/train/tube_000178.jpg,train,2,2,421
images/train/tube_000179.jpg,train,2,2,439
images/val/tube_000180.jpg,val,1,1,234
images/train/tube_000181.jpg,train,2,2,307
images/train/tube_000182.jpg,train,2,2,429
images/train/tube_000183.jpg,train,1,1,248
images/val/tube_000184.jpg,val,2,2,371
images/train/tube_000185.jpg,train,4,4,820
images/train/tube_000186.jpg,train,3,3,537
images/train/tube_000187.jpg,train,2,2,476
images/train/tube_000188.jpg,train,3,3,680
images/train/tube_000189.jpg,train,2,2,446
images/train/tube_000190.jpg,train,2,2,387
images/train/tube_000191.jpg,train,2,2,398
images/train/tube_000192.jpg,train,1,1,212
images/val/tube_000193.jpg,val,2,2,463
images/train/tube_000194.jpg,train,2,2,430
images/val/tube_000195.jpg,val,2,2,452
images/val/tube_000196.jpg,val,4,4,742
images/train/tube_000197.jpg,train,1,1,226
images/val/tube_000198.jpg,val,2,2,480
images/train/tube_000199.jpg,train,3,3,559
images/train/tube_000200.jpg,train,1,1,216
images/train/tube_000201.jpg,train,3,3,591
images/train/tube_000202.jpg,train,4,4,847
images/train/tube_000203.jpg,train,3,3,633
images/train/tube_000204.jpg,train,1,1,192
images/train/tube_000205.jpg,train,3,3,701
images/train/tube_000206.jpg,train,1,1,135
images/test/tube_000207.jpg,test,2,2,378
images/val/tube_000208.jpg,val,4,4,892
images/train/tube_000209.jpg,train,1,1,179
images/test/tube_000210.jpg,test,3,3,601
images/train/tube_000211.jpg,train,1,1,161
images/train/tube_000212.jpg,train,3,3,668
images/train/tube_000213.jpg,train,2,2,393
images/train/tube_000214.jpg,train,3,3,676
images/train/tube_000215.jpg,train,1,1,200
images/train/tube_000216.jpg,train,2,2,407
images/train/tube_000217.jpg,train,4,4,799
images/train/tube_000218.jpg,train,3,3,563
images/train/tube_000219.jpg,train,0,0,0
images/train/tube_000220.jpg,train,2,2,415
images/test/tube_000221.jpg,test,1,1,153
images/train/tube_000222.jpg,train,2,2,448
images/train/tube_000223.jpg,train,2,2,456
images/train/tube_000224.jpg,train,0,0,0
images/train/tube_000225.jpg,train,3,3,695
images/train/tube_000226.jpg,train,2,2,405
images/train/tube_000227.jpg,train,3,3,707
images/train/tube_000228.jpg,train,3,3,695
images/train/tube_000229.jpg,train,2,2,396
images/val/tube_000230.jpg,val,4,4,848
images/train/tube_000231.jpg,train,3,3,585
images/val/tube_000232.jpg,val,2,2,479
images/train/tube_000233.jpg,train,4,4,855
images/test/tube_000234.jpg,test,1,1,189
images/train/tube_000235.jpg,train,1,1,227
images/test/tube_000236.jpg,test,2,2,380
images/train/tube_000237.jpg,train,3,3,657
images/train/tube_000238.jpg,train,2,2,373
images/train/tube_000239.jpg,train,2,2,402
images/test/tube_000240.jpg,test,1,1,204
images/train/tube_000241.jpg,train,4,4,820
images/train/tube_000242.jpg,train,4,4,873
images/train/tube_000243.jpg,train,0,0,0
images/val/tube_000244.jpg,val,2,2,420
images/test/tube_000245.jpg,test,4,4,762
images/train/tube_000246.jpg,train,2,2,398
images/train/tube_000247.jpg,train,3,3,618
images/val/tube_000248.jpg,val,0,0,0
images/val/tube_000249.jpg,val,3,3,641
images/val/tube_000250.jpg,val,3,3,629
images/train/tube_000251.jpg,train,3,3,557
images/train/tube_000252.jpg,train,2,2,491
images/train/tube_000253.jpg,train,3,3,618
images/test/tube_000254.jpg,test,4,4,813
images/train/tube_000255.jpg,train,3,3,624
images/train/tube_000256.jpg,train,2,2,296
images/test/tube_000257.jpg,test,1,1,255
images/train/tube_000258.jpg,train,2,2,468
images/val/tube_000259.jpg,val,4,4,884
images/train/tube_000260.jpg,train,4,4,947
images/train/tube_000261.jpg,train,2,2,361
images/train/tube_000262.jpg,train,1,1,251
images/train/tube_000263.jpg,train,3,3,634
images/train/tube_000264.jpg,train,2,2,332
images/train/tube_000265.jpg,train,3,3,632
images/train/tube_000266.jpg,train,1,1,166
images/train/tube_000267.jpg,train,3,3,640
images/train/tube_000268.jpg,train,3,3,593
images/train/tube_000269.jpg,train,3,3,588
images/val/tube_000270.jpg,val,4,4,865
images/train/tube_000271.jpg,train,2,2,332
images/train/tube_000272.jpg,train,1,1,216
images/train/tube_000273.jpg,train,2,2,414
images/train/tube_000274.jpg,train,2,2,466
images/train/tube_000275.jpg,train,3,3,554
images/train/tube_000276.jpg,train,4,4,773
images/val/tube_000277.jpg,val,2,2,407
images/val/tube_000278.jpg,val,1,1,248
images/train/tube_000279.jpg,train,3,3,576
images/train/tube_000280.jpg,train,4,4,887
images/train/tube_000281.jpg,train,1,1,149
images/train/tube_000282.jpg,train,3,3,697
images/train/tube_000283.jpg,train,1,1,221
images/train/tube_000284.jpg,train,3,3,691
images/train/tube_000285.jpg,train,3,3,652
images/train/tube_000286.jpg,train,2,2,311
images/val/tube_000287.jpg,val,1,1,250
images/train/tube_000288.jpg,train,1,1,228
images/train/tube_000289.jpg,train,2,2,473
images/val/tube_000290.jpg,val,1,1,230
images/train/tube_000291.jpg,train,3,3,598
images/train/tube_000292.jpg,train,3,3,582
images/train/tube_000293.jpg,train,3,3,588
images/train/tube_000294.jpg,train,3,3,664
images/train/tube_000295.jpg,train,3,3,625
images/train/tube_000296.jpg,train,2,2,388
images/train/tube_000297.jpg,train,1,1,218
images/train/tube_000298.jpg,train,1,1,221
images/train/tube_000299.jpg,train,0,0,0
images/train/tube_000300.jpg,train,4,4,873
images/train/tube_000301.jpg,train,2,2,359
images/test/tube_000302.jpg,test,1,1,258
images/train/tube_000303.jpg,train,2,2,385
images/train/tube_000304.jpg,train,2,2,458
images/train/tube_000305.jpg,train,3,3,705
images/train/tube_000306.jpg,train,0,0,0
images/train/tube_000307.jpg,train,1,1,238
images/train/tube_000308.jpg,train,0,0,0
images/train/tube_000309.jpg,train,3,3,551
images/test/tube_000310.jpg,test,1,1,226
images/val/tube_000311.jpg,val,2,2,355
images/train/tube_000312.jpg,train,3,3,698
images/train/tube_000313.jpg,train,1,1,221
images/train/tube_000314.jpg,train,1,1,198
images/train/tube_000315.jpg,train,1,1,200
images/test/tube_000316.jpg,test,3,3,497
images/train/tube_000317.jpg,train,1,1,216
images/val/tube_000318.jpg,val,2,2,476
images/train/tube_000319.jpg,train,3,3,595
images/train/tube_000320.jpg,train,4,4,856
images/train/tube_000321.jpg,train,1,1,149
images/train/tube_000322.jpg,train,1,1,231
images/train/tube_000323.jpg,train,1,1,220
images/train/tube_000324.jpg,train,4,4,794
images/train/tube_000325.jpg,train,3,3,654
images/test/tube_000326.jpg,test,2,2,352
images/train/tube_000327.jpg,train,3,3,684
images/val/tube_000328.jpg,val,4,4,868
images/test/tube_000329.jpg,test,2,2,455
images/train/tube_000330.jpg,train,4,4,855
images/val/tube_000331.jpg,val,2,2,364
images/train/tube_000332.jpg,train,2,2,385
images/val/tube_000333.jpg,val,4,4,859
images/train/tube_000334.jpg,train,4,4,830
images/train/tube_000335.jpg,train,2,2,362
images/test/tube_000336.jpg,test,1,1,186
images/train/tube_000337.jpg,train,4,4,833
images/train/tube_000338.jpg,train,3,3,698
images/train/tube_000339.jpg,train,2,2,412
images/train/tube_000340.jpg,train,3,3,532
images/train/tube_000341.jpg,train,4,4,792
images/val/tube_000342.jpg,val,2,2,363
images/train/tube_000343.jpg,train,2,2,460
images/test/tube_000344.jpg,test,2,2,429
images/train/tube_000345.jpg,train,2,2,427
images/test/tube_000346.jpg,test,1,1,140
images/train/tube_000347.jpg,train,2,2,468
images/train/tube_000348.jpg,train,2,2,468
images/train/tube_000349.jpg,train,4,4,805
images/train/tube_000350.jpg,train,1,1,244
images/train/tube_000351.jpg,train,2,2,306
images/train/tube_000352.jpg,train,3,3,628
images/train/tube_000353.jpg,train,1,1,254
images/train/tube_000354.jpg,train,1,1,185
images/train/tube_000355.jpg,train,2,2,349
images/train/tube_000356.jpg,train,0,0,0
images/train/tube_000357.jpg,train,4,4,779
images/train/tube_000358.jpg,train,0,0,0
images/train/tube_000359.jpg,train,2,2,427
images/train/tube_000360.jpg,train,4,4,783
images/train/tube_000361.jpg,train,1,1,146
images/val/tube_000362.jpg,val,4,4,856
images/val/tube_000363.jpg,val,3,3,555
images/train/tube_000364.jpg,train,1,1,186
images/train/tube_000365.jpg,train,1,1,210
images/train/tube_000366.jpg,train,3,3,555
images/train/tube_000367.jpg,train,3,3,674
images/test/tube_000368.jpg,test,4,4,849
images/val/tube_000369.jpg,val,1,1,182
images/train/tube_000370.jpg,train,1,1,204
images/val/tube_000371.jpg,val,3,3,490
images/val/tube_000372.jpg,val,2,2,432
images/train/tube_000373.jpg,train,2,2,395
images/train/tube_000374.jpg,train,1,1,186
images/val/tube_000375.jpg,val,1,1,232
images/train/tube_000376.jpg,train,4,4,826
images/train/tube_000377.jpg,train,0,0,0
images/train/tube_000378.jpg,train,3,3,596
images/train/tube_000379.jpg,train,1,1,221
images/train/tube_000380.jpg,train,1,1,202
images/test/tube_000381.jpg,test,1,1,150
images/train/tube_000382.jpg,train,2,2,472
images/train/tube_000383.jpg,train,3,3,626
images/val/tube_000384.jpg,val,3,3,611
images/train/tube_000385.jpg,train,2,2,452
images/test/tube_000386.jpg,test,4,4,745
images/val/tube_000387.jpg,val,1,1,258
images/train/tube_000388.jpg,train,4,4,851
images/train/tube_000389.jpg,train,4,4,779
images/train/tube_000390.jpg,train,2,2,429
images/train/tube_000391.jpg,train,4,4,779
images/train/tube_000392.jpg,train,3,3,695
images/train/tube_000393.jpg,train,4,4,844
images/train/tube_000394.jpg,train,1,1,198
images/val/tube_000395.jpg,val,2,2,403
images/train/tube_000396.jpg,train,4,4,720
images/val/tube_000397.jpg,val,1,1,221
images/val/tube_000398.jpg,val,2,2,408
images/train/tube_000399.jpg,train,2,2,435
