image,split,spawned_tubes,visible_labels,visible_pixels
images/train/tube_000079.jpg,train,1,1,714
images/train/tube_000080.jpg,train,1,1,762
images/train/tube_000081.jpg,train,1,1,569
images/train/tube_000082.jpg,train,4,4,3760
images/train/tube_000083.jpg,train,3,3,2972
images/train/tube_000084.jpg,train,3,3,2451
images/train/tube_000085.jpg,train,1,1,870
images/val/tube_000086.jpg,val,4,4,3360
images/val/tube_000087.jpg,val,3,3,2342
images/train/tube_000088.jpg,train,3,3,2675
images/train/tube_000089.jpg,train,2,2,1618
images/test/tube_000090.jpg,test,1,1,910
images/train/tube_000091.jpg,train,1,1,590
images/train/tube_000092.jpg,train,3,3,2380
images/test/tube_000093.jpg,test,2,2,1638
images/train/tube_000094.jpg,train,1,1,835
images/train/tube_000095.jpg,train,4,4,3409
images/train/tube_000096.jpg,train,4,4,3103
images/train/tube_000097.jpg,train,3,3,2789
images/train/tube_000098.jpg,train,1,1,937
images/val/tube_000099.jpg,val,0,0,0
images/val/tube_000100.jpg,val,2,2,1767
images/train/tube_000101.jpg,train,1,1,609
images/train/tube_000102.jpg,train,4,4,3111
images/train/tube_000103.jpg,train,2,2,1503
images/test/tube_000104.jpg,test,3,3,2350
images/train/tube_000105.jpg,train,3,3,2857
images/val/tube_000106.jpg,val,3,3,2151
images/train/tube_000107.jpg,train,2,2,1791
images/train/tube_000108.jpg,train,4,4,3751
images/train/tube_000109.jpg,train,3,3,2523
images/test/tube_000110.jpg,test,2,2,1460
images/train/tube_000111.jpg,train,1,1,607
images/test/tube_000112.jpg,test,3,3,2733
images/train/tube_000113.jpg,train,2,2,1643
images/val/tube_000114.jpg,val,2,2,1803
images/train/tube_000115.jpg,train,4,4,3515
images/train/tube_000116.jpg,train,4,4,3380
images/train/tube_000117.jpg,train,4,4,3445
images/val/tube_000118.jpg,val,1,1,870
images/train/tube_000119.jpg,train,0,0,0
images/train/tube_000120.jpg,train,4,4,3781
images/val/tube_000121.jpg,val,1,1,691
images/train/tube_000122.jpg,train,3,3,2457
images/train/tube_000123.jpg,train,2,2,1913
images/train/tube_000124.jpg,train,1,1,904
images/train/tube_000125.jpg,train,1,1,1008
images/train/tube_000126.jpg,train,2,2,1483
images/val/tube_000127.jpg,val,4,4,3026
images/val/tube_000128.jpg,val,2,2,1817
images/train/tube_000129.jpg,train,2,2,1460
images/val/tube_000130.jpg,val,3,3,2812
images/train/tube_000131.jpg,train,2,2,1591
images/train/tube_000132.jpg,train,4,4,3532
images/test/tube_000133.jpg,test,1,1,1003
images/train/tube_000134.jpg,train,2,2,1632
images/train/tube_000135.jpg,train,4,4,3738
images/test/tube_000136.jpg,test,4,4,3275
images/val/tube_000137.jpg,val,4,4,3256
images/test/tube_000138.jpg,test,4,4,3543
images/test/tube_000139.jpg,test,1,1,726
images/train/tube_000140.jpg,train,3,3,2716
images/train/tube_000141.jpg,train,0,0,0
images/train/tube_000142.jpg,train,3,3,2296
images/train/tube_000143.jpg,train,4,4,3246
images/train/tube_000144.jpg,train,4,4,3441
images/train/tube_000145.jpg,train,4,4,3421
images/train/tube_000146.jpg,train,1,1,610
images/val/tube_000147.jpg,val,3,3,2749
images/train/tube_000148.jpg,train,1,1,853
images/val/tube_000149.jpg,val,2,2,1475
images/test/tube_000150.jpg,test,2,2,1735
images/train/tube_000151.jpg,train,3,3,2492
images/val/tube_000152.jpg,val,0,0,0
images/val/tube_000153.jpg,val,2,2,1861
images/val/tube_000154.jpg,val,3,3,2616
images/train/tube_000155.jpg,train,3,3,2900
images/train/tube_000156.jpg,train,3,3,2331
images/train/tube_000157.jpg,train,3,3,2856
images/val/tube_000158.jpg,val,1,1,887
images/val/tube_000159.jpg,val,1,1,706
images/val/tube_000160.jpg,val,4,4,3162
images/train/tube_000161.jpg,train,1,1,689
images/test/tube_000162.jpg,test,2,2,2068
images/train/tube_000163.jpg,train,1,1,907
images/train/tube_000164.jpg,train,1,1,755
images/train/tube_000165.jpg,train,1,1,897
images/val/tube_000166.jpg,val,2,2,1600
images/train/tube_000167.jpg,train,3,3,2559
images/train/tube_000168.jpg,train,3,3,2888
images/train/tube_000169.jpg,train,4,4,3468
images/train/tube_000170.jpg,train,1,1,996
images/train/tube_000171.jpg,train,0,0,0
images/train/tube_000172.jpg,train,4,4,3663
images/train/tube_000173.jpg,train,3,3,2494
images/train/tube_000174.jpg,train,4,4,3471
images/val/tube_000175.jpg,val,2,2,1667
images/train/tube_000176.jpg,train,3,3,2539
images/train/tube_000177.jpg,train,0,0,0
images/train/tube_000178.jpg,train,2,2,1788
images/val/tube_000179.jpg,val,2,2,1319
images/train/tube_000180.jpg,train,1,1,933
images/train/tube_000181.jpg,train,4,4,2750
images/train/tube_000182.jpg,train,4,4,3364
images/train/tube_000183.jpg,train,3,3,2313
images/train/tube_000184.jpg,train,1,1,755
images/train/tube_000185.jpg,train,2,2,1848
images/test/tube_000186.jpg,test,4,4,3332
images/train/tube_000187.jpg,train,4,4,3295
images/train/tube_000188.jpg,train,1,1,844
images/train/tube_000189.jpg,train,2,2,1492
images/train/tube_000190.jpg,train,2,2,1676
images/train/tube_000191.jpg,train,3,3,2635
images/train/tube_000192.jpg,train,3,3,2300
images/train/tube_000193.jpg,train,2,2,1757
images/train/tube_000194.jpg,train,2,2,1844
images/train/tube_000195.jpg,train,3,3,2612
images/val/tube_000196.jpg,val,1,1,663
images/train/tube_000197.jpg,train,4,4,3231
images/test/tube_000198.jpg,test,2,2,1830
images/train/tube_000199.jpg,train,4,4,3411
images/test/tube_000200.jpg,test,3,3,2539
images/train/tube_000201.jpg,train,1,1,583
images/train/tube_000202.jpg,train,2,2,1884
images/train/tube_000203.jpg,train,2,2,1556
images/train/tube_000204.jpg,train,2,2,1782
images/train/tube_000205.jpg,train,4,4,3427
images/train/tube_000206.jpg,train,4,4,3590
images/train/tube_000207.jpg,train,3,3,2827
images/train/tube_000208.jpg,train,2,2,1649
images/train/tube_000209.jpg,train,2,2,1606
images/train/tube_000210.jpg,train,2,2,1896
images/train/tube_000211.jpg,train,1,1,658
images/train/tube_000212.jpg,train,3,3,2752
images/train/tube_000213.jpg,train,4,4,3600
images/val/tube_000214.jpg,val,3,3,2412
images/train/tube_000215.jpg,train,4,4,3097
images/val/tube_000216.jpg,val,2,2,1458
images/val/tube_000217.jpg,val,4,4,3887
images/train/tube_000218.jpg,train,2,2,1919
images/train/tube_000219.jpg,train,4,4,3431
images/train/tube_000220.jpg,train,3,3,2623
images/test/tube_000221.jpg,test,1,1,691
images/train/tube_000222.jpg,train,3,3,2336
images/train/tube_000223.jpg,train,2,2,1544
images/train/tube_000224.jpg,train,2,2,1714
images/train/tube_000225.jpg,train,4,4,2961
images/train/tube_000226.jpg,train,2,2,1548
images/train/tube_000227.jpg,train,1,1,895
images/train/tube_000228.jpg,train,1,1,991
images/train/tube_000229.jpg,train,1,1,677
images/val/tube_000230.jpg,val,3,3,2429
images/train/tube_000231.jpg,train,2,2,1383
images/train/tube_000232.jpg,train,3,3,2660
images/train/tube_000233.jpg,train,3,3,2537
images/train/tube_000234.jpg,train,4,4,3348
images/val/tube_000235.jpg,val,3,3,2556
images/val/tube_000236.jpg,val,3,3,1947
images/train/tube_000237.jpg,train,2,2,1934
images/train/tube_000238.jpg,train,4,4,3245
images/val/tube_000239.jpg,val,3,3,2225
images/train/tube_000240.jpg,train,1,1,813
images/train/tube_000241.jpg,train,4,4,2951
images/test/tube_000242.jpg,test,4,4,3288
images/train/tube_000243.jpg,train,2,2,1872
images/train/tube_000244.jpg,train,0,0,0
images/train/tube_000245.jpg,train,1,1,882
images/train/tube_000246.jpg,train,2,2,1224
images/train/tube_000247.jpg,train,4,4,3335
images/train/tube_000248.jpg,train,4,4,3608
images/val/tube_000249.jpg,val,1,1,817
images/train/tube_000250.jpg,train,3,3,2505
images/val/tube_000251.jpg,val,2,2,1407
images/train/tube_000252.jpg,train,1,1,1002
images/train/tube_000253.jpg,train,0,0,0
images/train/tube_000254.jpg,train,3,3,2473
images/train/tube_000255.jpg,train,2,2,1889
images/train/tube_000256.jpg,train,1,1,735
images/val/tube_000257.jpg,val,3,3,2570
images/train/tube_000258.jpg,train,2,2,1800
images/train/tube_000259.jpg,train,2,2,1568
images/train/tube_000260.jpg,train,2,2,1463
images/train/tube_000261.jpg,train,2,2,1265
images/test/tube_000262.jpg,test,3,3,2402
images/train/tube_000263.jpg,train,4,4,2981
images/train/tube_000264.jpg,train,4,4,3085
images/train/tube_000265.jpg,train,4,4,3477
images/train/tube_000266.jpg,train,2,2,1483
images/val/tube_000267.jpg,val,0,0,0
images/train/tube_000268.jpg,train,4,4,3128
images/train/tube_000269.jpg,train,2,2,1836
images/train/tube_000270.jpg,train,2,2,1628
images/train/tube_000271.jpg,train,3,3,2297
images/train/tube_000272.jpg,train,0,0,0
images/train/tube_000273.jpg,train,2,2,1547
images/val/tube_000274.jpg,val,1,1,761
images/train/tube_000275.jpg,train,3,3,2477
images/train/tube_000276.jpg,train,1,1,584
images/train/tube_000277.jpg,train,3,3,2506
images/train/tube_000278.jpg,train,3,3,2240
images/val/tube_000279.jpg,val,2,2,1572
images/val/tube_000280.jpg,val,4,4,3293
images/train/tube_000281.jpg,train,2,2,1539
images/train/tube_000282.jpg,train,3,3,2904
images/train/tube_000283.jpg,train,3,3,2894
images/test/tube_000284.jpg,test,3,3,2601
images/train/tube_000285.jpg,train,2,2,1503
images/train/tube_000286.jpg,train,3,3,2407
images/val/tube_000287.jpg,val,1,1,929
images/train/tube_000288.jpg,train,1,1,901
images/train/tube_000289.jpg,train,3,3,2133
images/train/tube_000290.jpg,train,1,1,919
images/train/tube_000291.jpg,train,3,3,2233
images/test/tube_000292.jpg,test,1,1,998
images/test/tube_000293.jpg,test,4,4,3627
images/train/tube_000294.jpg,train,1,1,710
images/train/tube_000295.jpg,train,3,3,2497
images/train/tube_000296.jpg,train,1,1,650
images/train/tube_000297.jpg,train,4,4,3422
images/train/tube_000298.jpg,train,4,4,3721
images/train/tube_000299.jpg,train,1,1,792
images/val/tube_000300.jpg,val,2,2,1869
images/val/tube_000301.jpg,val,2,2,1399
images/train/tube_000302.jpg,train,3,3,2384
images/train/tube_000303.jpg,train,3,3,2573
images/val/tube_000304.jpg,val,2,2,1682
images/train/tube_000305.jpg,train,1,1,855
images/val/tube_000306.jpg,val,2,2,1634
images/train/tube_000307.jpg,train,4,4,3172
images/train/tube_000308.jpg,train,4,4,3518
images/val/tube_000309.jpg,val,4,4,2965
images/train/tube_000310.jpg,train,3,3,2682
images/train/tube_000311.jpg,train,4,4,2923
images/train/tube_000312.jpg,train,3,3,2678
images/val/tube_000313.jpg,val,3,3,2607
images/val/tube_000314.jpg,val,4,4,3347
images/train/tube_000315.jpg,train,3,3,2059
images/train/tube_000316.jpg,train,4,4,3006
images/train/tube_000317.jpg,train,2,2,1745
images/train/tube_000318.jpg,train,1,1,889
images/train/tube_000319.jpg,train,4,4,3262
images/val/tube_000320.jpg,val,0,0,0
images/test/tube_000321.jpg,test,2,2,1538
images/train/tube_000322.jpg,train,4,4,3450
images/train/tube_000323.jpg,train,3,3,2568
images/train/tube_000324.jpg,train,3,3,2202
images/train/tube_000325.jpg,train,3,3,2352
images/train/tube_000326.jpg,train,4,4,3244
images/train/tube_000327.jpg,train,2,2,1928
images/train/tube_000328.jpg,train,3,3,2401
images/train/tube_000329.jpg,train,2,2,1428
images/train/tube_000330.jpg,train,3,3,2607
images/test/tube_000331.jpg,test,4,4,2817
images/val/tube_000332.jpg,val,2,2,1644
images/train/tube_000333.jpg,train,2,2,1991
images/train/tube_000334.jpg,train,4,4,2900
images/train/tube_000335.jpg,train,2,2,1958
images/train/tube_000336.jpg,train,4,4,3004
images/train/tube_000337.jpg,train,1,1,958
images/train/tube_000338.jpg,train,3,3,2486
images/train/tube_000339.jpg,train,0,0,0
images/test/tube_000340.jpg,test,2,2,1893
images/val/tube_000341.jpg,val,3,3,2574
images/train/tube_000342.jpg,train,4,4,3654
images/train/tube_000343.jpg,train,1,1,911
images/train/tube_000344.jpg,train,3,3,2373
images/val/tube_000345.jpg,val,0,0,0
images/val/tube_000346.jpg,val,1,1,546
images/val/tube_000347.jpg,val,1,1,930
images/train/tube_000348.jpg,train,2,2,1485
images/train/tube_000349.jpg,train,1,1,754
images/val/tube_000350.jpg,val,3,3,2507
images/train/tube_000351.jpg,train,4,4,2881
images/train/tube_000352.jpg,train,3,3,2760
images/train/tube_000353.jpg,train,0,0,0
images/train/tube_000354.jpg,train,1,1,807
images/train/tube_000355.jpg,train,3,3,2225
images/train/tube_000356.jpg,train,3,3,2009
images/train/tube_000357.jpg,train,0,0,0
images/val/tube_000358.jpg,val,4,4,3118
images/train/tube_000359.jpg,train,2,2,1476
images/train/tube_000360.jpg,train,3,3,2729
images/train/tube_000361.jpg,train,2,2,1531
images/train/tube_000362.jpg,train,1,1,1109
images/train/tube_000363.jpg,train,2,2,1790
images/train/tube_000364.jpg,train,1,1,702
images/train/tube_000365.jpg,train,1,1,766
images/train/tube_000366.jpg,train,1,1,630
images/train/tube_000367.jpg,train,4,4,3631
images/test/tube_000368.jpg,test,1,1,957
images/train/tube_000369.jpg,train,2,2,1452
images/train/tube_000370.jpg,train,3,3,2171
images/train/tube_000371.jpg,train,4,4,3471
images/train/tube_000372.jpg,train,3,3,2718
images/train/tube_000373.jpg,train,2,2,1627
images/train/tube_000374.jpg,train,3,3,2551
images/train/tube_000375.jpg,train,3,3,2857
images/train/tube_000376.jpg,train,1,1,586
images/train/tube_000377.jpg,train,4,4,3417
images/train/tube_000378.jpg,train,2,2,1763
images/train/tube_000379.jpg,train,1,1,778
images/test/tube_000380.jpg,test,4,4,3257
images/test/tube_000381.jpg,test,4,4,3209
images/val/tube_000382.jpg,val,4,4,3232
images/train/tube_000383.jpg,train,3,3,2204
images/train/tube_000384.jpg,train,4,4,3661
images/train/tube_000385.jpg,train,3,3,2629
images/train/tube_000386.jpg,train,2,2,1593
images/val/tube_000387.jpg,val,0,0,0
images/val/tube_000388.jpg,val,1,1,1009
images/test/tube_000389.jpg,test,4,4,3077
images/val/tube_000390.jpg,val,3,3,2553
images/train/tube_000391.jpg,train,1,1,704
images/train/tube_000392.jpg,train,4,4,3756
images/train/tube_000393.jpg,train,3,3,2703
images/train/tube_000394.jpg,train,1,1,751
images/val/tube_000395.jpg,val,3,3,2813
images/train/tube_000396.jpg,train,1,1,627
images/val/tube_000397.jpg,val,3,3,2532
images/test/tube_000398.jpg,test,3,3,2853
images/train/tube_000399.jpg,train,3,3,2147
images/train/tube_000400.jpg,train,4,4,3529
images/train/tube_000401.jpg,train,2,2,1351
images/train/tube_000402.jpg,train,4,4,3351
images/train/tube_000403.jpg,train,2,2,1811
images/train/tube_000404.jpg,train,1,1,756
images/train/tube_000405.jpg,train,4,4,2842
images/test/tube_000406.jpg,test,1,1,624
images/train/tube_000407.jpg,train,2,2,1834
images/val/tube_000408.jpg,val,4,4,3318
images/train/tube_000409.jpg,train,2,2,1699
images/val/tube_000410.jpg,val,1,1,938
images/train/tube_000411.jpg,train,1,1,682
images/train/tube_000412.jpg,train,4,4,3542
images/train/tube_000413.jpg,train,3,3,2840
images/train/tube_000414.jpg,train,2,2,1635
images/train/tube_000415.jpg,train,4,4,3436
images/val/tube_000416.jpg,val,3,3,1991
images/train/tube_000417.jpg,train,1,1,1026
images/train/tube_000418.jpg,train,4,4,3284
images/train/tube_000419.jpg,train,1,1,708
images/train/tube_000420.jpg,train,3,3,2505
images/test/tube_000421.jpg,test,4,4,3475
images/train/tube_000422.jpg,train,2,2,1771
images/train/tube_000423.jpg,train,2,2,1834
images/train/tube_000424.jpg,train,1,1,773
images/train/tube_000425.jpg,train,2,2,1799
images/test/tube_000426.jpg,test,4,4,2790
images/train/tube_000427.jpg,train,3,3,2676
images/train/tube_000428.jpg,train,2,2,1766
images/train/tube_000429.jpg,train,1,1,822
images/train/tube_000430.jpg,train,2,2,1861
images/train/tube_000431.jpg,train,2,2,1295
images/train/tube_000432.jpg,train,4,4,3554
images/train/tube_000433.jpg,train,3,3,2433
images/train/tube_000434.jpg,train,3,3,2509
images/train/tube_000435.jpg,train,4,4,3016
images/train/tube_000436.jpg,train,3,3,2398
images/test/tube_000437.jpg,test,1,1,1015
images/val/tube_000438.jpg,val,3,3,2569
images/train/tube_000439.jpg,train,1,1,735
images/train/tube_000440.jpg,train,3,3,2320
images/train/tube_000441.jpg,train,1,1,628
images/val/tube_000442.jpg,val,1,1,877
images/train/tube_000443.jpg,train,1,1,866
images/train/tube_000444.jpg,train,4,4,3387
images/train/tube_000445.jpg,train,3,3,2424
images/train/tube_000446.jpg,train,1,1,612
images/train/tube_000447.jpg,train,4,4,3239
images/train/tube_000448.jpg,train,3,3,2523
images/train/tube_000449.jpg,train,2,2,1446
images/train/tube_000450.jpg,train,2,2,1344
images/train/tube_000451.jpg,train,4,4,2882
images/train/tube_000452.jpg,train,2,2,1898
images/train/tube_000453.jpg,train,3,3,2359
images/train/tube_000454.jpg,train,3,3,2472
images/val/tube_000455.jpg,val,4,4,3406
images/train/tube_000456.jpg,train,3,3,2374
images/train/tube_000457.jpg,train,4,4,3523
images/train/tube_000458.jpg,train,3,3,2668
images/train/tube_000459.jpg,train,0,0,0
images/train/tube_000460.jpg,train,1,1,959
images/train/tube_000461.jpg,train,4,4,3370
images/val/tube_000462.jpg,val,1,1,899
images/train/tube_000463.jpg,train,1,1,948
images/train/tube_000464.jpg,train,1,1,740
images/train/tube_000465.jpg,train,4,4,3956
images/val/tube_000466.jpg,val,3,3,2561
images/train/tube_000467.jpg,train,1,1,976
images/train/tube_000468.jpg,train,1,1,826
images/val/tube_000469.jpg,val,2,2,1425
images/test/tube_000470.jpg,test,2,2,1521
images/train/tube_000471.jpg,train,4,4,2973
images/train/tube_000472.jpg,train,1,1,978
images/val/tube_000473.jpg,val,4,4,2991
images/train/tube_000474.jpg,train,4,4,3537
images/test/tube_000475.jpg,test,3,3,2565
images/train/tube_000476.jpg,train,2,2,1648
images/train/tube_000477.jpg,train,2,2,1847
images/train/tube_000478.jpg,train,1,1,933
images/val/tube_000479.jpg,val,4,4,3481
images/train/tube_000480.jpg,train,3,3,2545
images/val/tube_000481.jpg,val,1,1,587
images/train/tube_000482.jpg,train,3,3,2623
images/val/tube_000483.jpg,val,2,2,1702
images/test/tube_000484.jpg,test,1,1,730
images/train/tube_000485.jpg,train,3,3,2702
images/train/tube_000486.jpg,train,1,1,669
images/train/tube_000487.jpg,train,4,4,3420
images/train/tube_000488.jpg,train,3,3,2536
images/val/tube_000489.jpg,val,1,1,768
images/val/tube_000490.jpg,val,4,4,3574
images/train/tube_000491.jpg,train,2,2,1157
images/train/tube_000492.jpg,train,2,2,1922
images/train/tube_000493.jpg,train,4,4,3594
images/val/tube_000494.jpg,val,2,2,1645
images/train/tube_000495.jpg,train,3,3,2033
images/test/tube_000496.jpg,test,4,4,3328
images/train/tube_000497.jpg,train,3,3,2592
images/train/tube_000498.jpg,train,1,1,925
images/train/tube_000499.jpg,train,4,4,3277
images/train/tube_000500.jpg,train,3,3,2325
images/train/tube_000501.jpg,train,3,3,1946
images/train/tube_000502.jpg,train,4,4,3708
images/train/tube_000503.jpg,train,4,4,2960
images/train/tube_000504.jpg,train,1,1,787
images/train/tube_000505.jpg,train,3,3,2533
images/train/tube_000506.jpg,train,4,4,2705
images/test/tube_000507.jpg,test,2,2,1650
images/test/tube_000508.jpg,test,4,4,3219
images/train/tube_000509.jpg,train,1,1,770
images/train/tube_000510.jpg,train,1,1,878
images/train/tube_000511.jpg,train,2,2,1548
images/train/tube_000512.jpg,train,0,0,0
images/train/tube_000513.jpg,train,4,4,3455
images/val/tube_000514.jpg,val,1,1,767
images/train/tube_000515.jpg,train,1,1,823
images/train/tube_000516.jpg,train,2,2,1589
images/train/tube_000517.jpg,train,3,3,2493
images/train/tube_000518.jpg,train,4,4,2953
images/val/tube_000519.jpg,val,4,4,3306
images/train/tube_000520.jpg,train,1,1,915
images/train/tube_000521.jpg,train,4,4,3244
images/train/tube_000522.jpg,train,1,1,929
images/train/tube_000523.jpg,train,4,4,3367
images/train/tube_000524.jpg,train,4,4,3397
images/train/tube_000525.jpg,train,1,1,984
images/train/tube_000526.jpg,train,2,2,1525
images/train/tube_000527.jpg,train,0,0,0
images/train/tube_000528.jpg,train,1,1,971
images/train/tube_000529.jpg,train,1,1,703
images/train/tube_000530.jpg,train,4,4,3424
images/train/tube_000531.jpg,train,1,1,678
images/test/tube_000532.jpg,test,4,4,3552
images/train/tube_000533.jpg,train,2,2,1874
images/val/tube_000534.jpg,val,4,4,3246
images/train/tube_000535.jpg,train,2,2,1782
images/train/tube_000536.jpg,train,3,3,2496
images/test/tube_000537.jpg,test,2,2,1721
images/train/tube_000538.jpg,train,4,4,3270
images/train/tube_000539.jpg,train,4,4,3205
images/val/tube_000540.jpg,val,0,0,0
images/val/tube_000541.jpg,val,2,2,1165
images/train/tube_000542.jpg,train,1,1,964
images/train/tube_000543.jpg,train,4,4,3388
images/train/tube_000544.jpg,train,1,1,778
images/train/tube_000545.jpg,train,1,1,809
images/test/tube_000546.jpg,test,3,3,2010
images/train/tube_000547.jpg,train,4,4,3710
images/train/tube_000548.jpg,train,2,2,1991
images/test/tube_000549.jpg,test,0,0,0
images/train/tube_000550.jpg,train,2,2,1838
images/train/tube_000551.jpg,train,1,1,622
images/train/tube_000552.jpg,train,2,2,1394
images/train/tube_000553.jpg,train,3,3,2680
images/train/tube_000554.jpg,train,1,1,801
images/train/tube_000555.jpg,train,3,3,2701
images/train/tube_000556.jpg,train,3,3,2130
images/test/tube_000557.jpg,test,3,3,2418
images/train/tube_000558.jpg,train,4,4,3248
images/train/tube_000559.jpg,train,4,4,3568
images/train/tube_000560.jpg,train,3,3,2437
images/train/tube_000561.jpg,train,4,4,3319
images/train/tube_000562.jpg,train,4,4,3602
images/train/tube_000563.jpg,train,2,2,2038
images/val/tube_000564.jpg,val,3,3,2123
images/train/tube_000565.jpg,train,2,2,1836
images/train/tube_000566.jpg,train,2,2,1368
images/train/tube_000567.jpg,train,1,1,874
images/train/tube_000568.jpg,train,1,1,938
images/train/tube_000569.jpg,train,1,1,816
images/train/tube_000570.jpg,train,3,3,2788
images/train/tube_000571.jpg,train,4,4,3092
images/test/tube_000572.jpg,test,3,3,2765
images/test/tube_000573.jpg,test,0,0,0
images/train/tube_000574.jpg,train,2,2,1558
images/val/tube_000575.jpg,val,4,4,3411
images/train/tube_000576.jpg,train,1,1,593
images/val/tube_000577.jpg,val,3,3,2615
images/test/tube_000578.jpg,test,4,4,3041
images/train/tube_000579.jpg,train,4,4,3226
images/train/tube_000580.jpg,train,1,1,948
images/train/tube_000581.jpg,train,2,2,1376
images/train/tube_000582.jpg,train,2,2,1932
images/test/tube_000583.jpg,test,1,1,873
images/test/tube_000584.jpg,test,2,2,1460
images/train/tube_000585.jpg,train,1,1,930
images/test/tube_000586.jpg,test,1,1,660
images/train/tube_000587.jpg,train,3,3,2353
images/val/tube_000588.jpg,val,4,4,3413
images/train/tube_000589.jpg,train,3,3,2364
images/val/tube_000590.jpg,val,2,2,1789
images/train/tube_000591.jpg,train,1,1,586
images/val/tube_000592.jpg,val,3,3,2473
images/train/tube_000593.jpg,train,0,0,0
images/train/tube_000594.jpg,train,4,4,3260
images/val/tube_000595.jpg,val,2,2,1751
images/val/tube_000596.jpg,val,2,2,1314
images/train/tube_000597.jpg,train,2,2,1629
images/train/tube_000598.jpg,train,4,4,3827
images/test/tube_000599.jpg,test,2,2,1457
images/train/tube_000600.jpg,train,2,2,1930
images/train/tube_000601.jpg,train,1,1,587
images/train/tube_000602.jpg,train,1,1,853
images/train/tube_000603.jpg,train,1,1,1017
images/train/tube_000604.jpg,train,1,1,740
images/train/tube_000605.jpg,train,4,4,3294
images/val/tube_000606.jpg,val,3,3,1991
images/train/tube_000607.jpg,train,2,2,1453
images/val/tube_000608.jpg,val,2,2,1487
images/train/tube_000609.jpg,train,4,4,2993
images/train/tube_000610.jpg,train,4,4,3466
images/train/tube_000611.jpg,train,1,1,658
images/val/tube_000612.jpg,val,4,4,3577
